ID,Scope,Level 1,Level 2,Level 3,Level 4,emission_source,Column Text,UOM,uom_wd,GHG,GHG_wd,emission_target_formula,GHG/Unit,GHG Conversion Factor 2023,valid_from,valid_to,region,region_wd
21_316_3166_11_1,Scope3,Business travel- air,Flights,"Short-haul, to/from UK",Business class,Flights_Shorthaul_to/from_UK(Business_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14619,CO2e,kg CO2e,0.2743,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3166_11_2,Scope3,Business travel- air,Flights,"Short-haul, to/from UK",Business class,Flights_Shorthaul_to/from_UK(Business_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14620,CO2,kg CO2e of CO2,0.27294,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3166_11_3,Scope3,Business travel- air,Flights,"Short-haul, to/from UK",Business class,Flights_Shorthaul_to/from_UK(Business_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14621,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3166_11_4,Scope3,Business travel- air,Flights,"Short-haul, to/from UK",Business class,Flights_Shorthaul_to/from_UK(Business_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14622,N2O,kg CO2e of N2O,0.00135,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3167_11_1,Scope3,Business travel- air,Flights,"Short-haul, to/from UK",Business class,Flights_Shorthaul_to/from_UK(Business_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14623,CO2e,kg CO2e,0.16191,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3167_11_2,Scope3,Business travel- air,Flights,"Short-haul, to/from UK",Business class,Flights_Shorthaul_to/from_UK(Business_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14624,CO2,kg CO2e of CO2,0.16055,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3167_11_3,Scope3,Business travel- air,Flights,"Short-haul, to/from UK",Business class,Flights_Shorthaul_to/from_UK(Business_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14625,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3167_11_4,Scope3,Business travel- air,Flights,"Short-haul, to/from UK",Business class,Flights_Shorthaul_to/from_UK(Business_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14626,N2O,kg CO2e of N2O,0.00135,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3168_11_1,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Average passenger,Flights_Longhaul_to/from_UK(Average_passenger),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14627,CO2e,kg CO2e,0.26128,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3168_11_2,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Average passenger,Flights_Longhaul_to/from_UK(Average_passenger),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14628,CO2,kg CO2e of CO2,0.25998,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3168_11_3,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Average passenger,Flights_Longhaul_to/from_UK(Average_passenger),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14629,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3168_11_4,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Average passenger,Flights_Longhaul_to/from_UK(Average_passenger),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14630,N2O,kg CO2e of N2O,0.00129,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3169_11_1,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Average passenger,Flights_Longhaul_to/from_UK(Average_passenger),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14631,CO2e,kg CO2e,0.15423,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3169_11_2,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Average passenger,Flights_Longhaul_to/from_UK(Average_passenger),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14632,CO2,kg CO2e of CO2,0.15293,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3169_11_3,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Average passenger,Flights_Longhaul_to/from_UK(Average_passenger),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14633,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3169_11_4,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Average passenger,Flights_Longhaul_to/from_UK(Average_passenger),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14634,N2O,kg CO2e of N2O,0.00129,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3170_11_1,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Economy class,Flights_Longhaul_to/from_UK(Economy_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14635,CO2e,kg CO2e,0.20011,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3170_11_2,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Economy class,Flights_Longhaul_to/from_UK(Economy_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14636,CO2,kg CO2e of CO2,0.19911,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3170_11_3,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Economy class,Flights_Longhaul_to/from_UK(Economy_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14637,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3170_11_4,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Economy class,Flights_Longhaul_to/from_UK(Economy_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14638,N2O,kg CO2e of N2O,0.00099,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3171_11_1,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Economy class,Flights_Longhaul_to/from_UK(Economy_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14639,CO2e,kg CO2e,0.11812,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3171_11_2,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Economy class,Flights_Longhaul_to/from_UK(Economy_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14640,CO2,kg CO2e of CO2,0.11712,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3171_11_3,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Economy class,Flights_Longhaul_to/from_UK(Economy_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14641,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3171_11_4,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Economy class,Flights_Longhaul_to/from_UK(Economy_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14642,N2O,kg CO2e of N2O,0.00099,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3172_11_1,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Premium economy class,Flights_Longhaul_to/from_UK(Premium_economy_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14643,CO2e,kg CO2e,0.32016,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3172_11_2,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Premium economy class,Flights_Longhaul_to/from_UK(Premium_economy_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14644,CO2,kg CO2e of CO2,0.31857,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3172_11_3,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Premium economy class,Flights_Longhaul_to/from_UK(Premium_economy_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14645,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3172_11_4,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Premium economy class,Flights_Longhaul_to/from_UK(Premium_economy_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14646,N2O,kg CO2e of N2O,0.00157,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3173_11_1,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Premium economy class,Flights_Longhaul_to/from_UK(Premium_economy_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14647,CO2e,kg CO2e,0.18898,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3173_11_2,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Premium economy class,Flights_Longhaul_to/from_UK(Premium_economy_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14648,CO2,kg CO2e of CO2,0.18739,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3173_11_3,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Premium economy class,Flights_Longhaul_to/from_UK(Premium_economy_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14649,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3173_11_4,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Premium economy class,Flights_Longhaul_to/from_UK(Premium_economy_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14650,N2O,kg CO2e of N2O,0.00157,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3174_11_1,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Business class,Flights_Longhaul_to/from_UK(Business_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14651,CO2e,kg CO2e,0.58029,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3174_11_2,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Business class,Flights_Longhaul_to/from_UK(Business_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14652,CO2,kg CO2e of CO2,0.57741,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3174_11_3,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Business class,Flights_Longhaul_to/from_UK(Business_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14653,CH4,kg CO2e of CH4,0.00002,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3174_11_4,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Business class,Flights_Longhaul_to/from_UK(Business_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14654,N2O,kg CO2e of N2O,0.00285,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3175_11_1,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Business class,Flights_Longhaul_to/from_UK(Business_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14655,CO2e,kg CO2e,0.34253,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3175_11_2,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Business class,Flights_Longhaul_to/from_UK(Business_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14656,CO2,kg CO2e of CO2,0.33965,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3175_11_3,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Business class,Flights_Longhaul_to/from_UK(Business_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14657,CH4,kg CO2e of CH4,0.00002,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3175_11_4,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",Business class,Flights_Longhaul_to/from_UK(Business_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14658,N2O,kg CO2e of N2O,0.00285,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3176_11_1,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",First class,Flights_Longhaul_to/from_UK(First_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14659,CO2e,kg CO2e,0.8004,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3176_11_2,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",First class,Flights_Longhaul_to/from_UK(First_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14660,CO2,kg CO2e of CO2,0.79643,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3176_11_3,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",First class,Flights_Longhaul_to/from_UK(First_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14661,CH4,kg CO2e of CH4,0.00003,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3176_11_4,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",First class,Flights_Longhaul_to/from_UK(First_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14662,N2O,kg CO2e of N2O,0.00394,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3177_11_1,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",First class,Flights_Longhaul_to/from_UK(First_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14663,CO2e,kg CO2e,0.47246,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3177_11_2,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",First class,Flights_Longhaul_to/from_UK(First_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14664,CO2,kg CO2e of CO2,0.46849,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3177_11_3,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",First class,Flights_Longhaul_to/from_UK(First_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14665,CH4,kg CO2e of CH4,0.00003,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3177_11_4,Scope3,Business travel- air,Flights,"Long-haul, to/from UK",First class,Flights_Longhaul_to/from_UK(First_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14666,N2O,kg CO2e of N2O,0.00394,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3178_11_1,Scope3,Business travel- air,Flights,"International, to/from non-UK",Average passenger,Flights_International_to/from_nonUK(Average_passenger),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14667,CO2e,kg CO2e,0.1758,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3178_11_2,Scope3,Business travel- air,Flights,"International, to/from non-UK",Average passenger,Flights_International_to/from_nonUK(Average_passenger),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14668,CO2,kg CO2e of CO2,0.17493,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3178_11_3,Scope3,Business travel- air,Flights,"International, to/from non-UK",Average passenger,Flights_International_to/from_nonUK(Average_passenger),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14669,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3178_11_4,Scope3,Business travel- air,Flights,"International, to/from non-UK",Average passenger,Flights_International_to/from_nonUK(Average_passenger),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14670,N2O,kg CO2e of N2O,0.00086,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3179_11_1,Scope3,Business travel- air,Flights,"International, to/from non-UK",Average passenger,Flights_International_to/from_nonUK(Average_passenger),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14671,CO2e,kg CO2e,0.10377,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3179_11_2,Scope3,Business travel- air,Flights,"International, to/from non-UK",Average passenger,Flights_International_to/from_nonUK(Average_passenger),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14672,CO2,kg CO2e of CO2,0.1029,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3179_11_3,Scope3,Business travel- air,Flights,"International, to/from non-UK",Average passenger,Flights_International_to/from_nonUK(Average_passenger),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14673,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3179_11_4,Scope3,Business travel- air,Flights,"International, to/from non-UK",Average passenger,Flights_International_to/from_nonUK(Average_passenger),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14674,N2O,kg CO2e of N2O,0.00086,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3180_11_1,Scope3,Business travel- air,Flights,"International, to/from non-UK",Economy class,Flights_International_to/from_nonUK(Economy_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14675,CO2e,kg CO2e,0.13464,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3180_11_2,Scope3,Business travel- air,Flights,"International, to/from non-UK",Economy class,Flights_International_to/from_nonUK(Economy_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14676,CO2,kg CO2e of CO2,0.13397,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3180_11_3,Scope3,Business travel- air,Flights,"International, to/from non-UK",Economy class,Flights_International_to/from_nonUK(Economy_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14677,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3180_11_4,Scope3,Business travel- air,Flights,"International, to/from non-UK",Economy class,Flights_International_to/from_nonUK(Economy_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14678,N2O,kg CO2e of N2O,0.00067,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3181_11_1,Scope3,Business travel- air,Flights,"International, to/from non-UK",Economy class,Flights_International_to/from_nonUK(Economy_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14679,CO2e,kg CO2e,0.07947,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3181_11_2,Scope3,Business travel- air,Flights,"International, to/from non-UK",Economy class,Flights_International_to/from_nonUK(Economy_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14680,CO2,kg CO2e of CO2,0.0788,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3181_11_3,Scope3,Business travel- air,Flights,"International, to/from non-UK",Economy class,Flights_International_to/from_nonUK(Economy_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14681,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3181_11_4,Scope3,Business travel- air,Flights,"International, to/from non-UK",Economy class,Flights_International_to/from_nonUK(Economy_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14682,N2O,kg CO2e of N2O,0.00067,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3182_11_1,Scope3,Business travel- air,Flights,"International, to/from non-UK",Premium economy class,Flights_International_to/from_nonUK(Premium_economy_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14683,CO2e,kg CO2e,0.21542,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3182_11_2,Scope3,Business travel- air,Flights,"International, to/from non-UK",Premium economy class,Flights_International_to/from_nonUK(Premium_economy_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14684,CO2,kg CO2e of CO2,0.21435,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3182_11_3,Scope3,Business travel- air,Flights,"International, to/from non-UK",Premium economy class,Flights_International_to/from_nonUK(Premium_economy_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14685,CH4,kg CO2e of CH4,0.00001,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3182_11_4,Scope3,Business travel- air,Flights,"International, to/from non-UK",Premium economy class,Flights_International_to/from_nonUK(Premium_economy_class),With RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14686,N2O,kg CO2e of N2O,0.00106,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3183_11_1,Scope3,Business travel- air,Flights,"International, to/from non-UK",Premium economy class,Flights_International_to/from_nonUK(Premium_economy_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14687,CO2e,kg CO2e,0.12716,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
21_316_3183_11_2,Scope3,Business travel- air,Flights,"International, to/from non-UK",Premium economy class,Flights_International_to/from_nonUK(Premium_economy_class),Without RF,passenger.km,https://w3id.org/ecfo/i/unit/passenger.km,kilogram,http://www.wikidata.org/entity/Q14688,CO2,kg CO2e of CO2,0.12609,2023-01-01T00:00:00,2023-12-31T23:59:59,United Kingdom,http://www.wikidata.org/entity/Q145
