id,Scope,Level 1,Level 2,Level 3,Level 4,emission_source,Column Text,UOM simple,uom_wd,UOM,GHG,GHG_wd,emission_target,emission_target_wd,Lookup,GHG Conversion Factor 2021,valid_from,valid_to,region_wd
2520,Scope3,WTT- fuels,WTT- solid fuels,Coking Coal,,WTT_solid_fuels_Coking_Coal,Tonnes,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Coking Coal tonnes,467.96718,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2521,Scope3,WTT- fuels,WTT- solid fuels,Petroleum Coke,,WTT_solid_fuels_Petroleum_Coke,Energy - Gross CV,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh (Gross CV),kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Petroleum Coke kWh (Gross CV),0.04019,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2522,Scope3,WTT- fuels,WTT- solid fuels,Petroleum Coke,,WTT_solid_fuels_Petroleum_Coke,Energy - Net CV,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh (Net CV),kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Petroleum Coke kWh (Net CV),0.04231,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2523,Scope3,WTT- fuels,WTT- solid fuels,Petroleum Coke,,WTT_solid_fuels_Petroleum_Coke,Tonnes,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Petroleum Coke tonnes,399.24907,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2524,Scope3,WTT- fuels,WTT- solid fuels,Coal (electricity generation - home produced coal only),,WTT_solid_fuels_Coal_(electricity_generation__home_produced_coal_only),Energy - Gross CV,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh (Gross CV),kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Coal (electricity generation - home produced coal only) kWh (Gross CV),0.05292,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2525,Scope3,WTT- fuels,WTT- solid fuels,Coal (electricity generation - home produced coal only),,WTT_solid_fuels_Coal_(electricity_generation__home_produced_coal_only),Energy - Net CV,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh (Net CV),kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Coal (electricity generation - home produced coal only) kWh (Net CV),0.05571,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2526,Scope3,WTT- fuels,WTT- solid fuels,Coal (electricity generation - home produced coal only),,WTT_solid_fuels_Coal_(electricity_generation__home_produced_coal_only),Tonnes,tonne,https://www.wikidata.org/wiki/Q191118,tonnes,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Coal (electricity generation - home produced coal only) tonnes,371.69625,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2527,Scope3,WTT- UK & overseas elec,WTT- UK electricity (generation),Electricity: UK,,WTT_UK_electricity_(generation)_Electricity_UK,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: UK,0.05529,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2528,Scope3,WTT- UK & overseas elec,WTT- UK electricity (T&D),Electricity: UK,,WTT_UK_electricity_(T&D)_Electricity_UK,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: UK,0.00489,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q145
2529,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Australia,,WTT_overseas_electricity_(generation)_Electricity_Australia,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Australia,0.17557,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q408
2530,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Austria,,WTT_overseas_electricity_(generation)_Electricity_Austria,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Austria,0.04869,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q40
2531,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Belgium,,WTT_overseas_electricity_(generation)_Electricity_Belgium,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Belgium,0.03673,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q31
2532,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Brazil,,WTT_overseas_electricity_(generation)_Electricity_Brazil,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Brazil,0.01322,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q155
2533,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Bulgaria,,WTT_overseas_electricity_(generation)_Electricity_Bulgaria,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Bulgaria,0.13229,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q219
2534,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Canada,,WTT_overseas_electricity_(generation)_Electricity_Canada,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Canada,0.03268,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q16
2535,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Chinese Taipei,,WTT_overseas_electricity_(generation)_Electricity_Chinese_Taipei,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Chinese Taipei,0.12443,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q865
2536,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Croatia,,WTT_overseas_electricity_(generation)_Electricity_Croatia,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Croatia,0.06488,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q224
2537,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Cyprus,,WTT_overseas_electricity_(generation)_Electricity_Cyprus,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Cyprus,0.1591,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q229
2538,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Czech Republic,,WTT_overseas_electricity_(generation)_Electricity_Czech_Republic,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Czech Republic,0.12477,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q213
2539,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Denmark,,WTT_overseas_electricity_(generation)_Electricity_Denmark,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Denmark,0.05307,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q35
2540,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Egypt,,WTT_overseas_electricity_(generation)_Electricity_Egypt,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Egypt,0.10204,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q79
2541,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Estonia,,WTT_overseas_electricity_(generation)_Electricity_Estonia,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Estonia,0.24319,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q191
2542,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Finland,,WTT_overseas_electricity_(generation)_Electricity_Finland,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Finland,0.03719,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q33
2543,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: France,,WTT_overseas_electricity_(generation)_Electricity_France,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: France,0.00765,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q142
2544,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Germany,,WTT_overseas_electricity_(generation)_Electricity_Germany,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Germany,0.10427,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q183
2545,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Gibraltar,,WTT_overseas_electricity_(generation)_Electricity_Gibraltar,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Gibraltar,0.16559,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q1410
2546,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Greece,,WTT_overseas_electricity_(generation)_Electricity_Greece,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Greece,0.16049,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q41
2547,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),"Electricity: Hong Kong, China",,WTT_overseas_electricity_(generation)_Electricity_Hong_Kong_China,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,"Electricity: Hong Kong, China",0.17198,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q8646
2548,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Hungary,,WTT_overseas_electricity_(generation)_Electricity_Hungary,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Hungary,0.06321,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q28
2549,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Iceland,,WTT_overseas_electricity_(generation)_Electricity_Iceland,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Iceland,0.00004,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q189
2550,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: India,,WTT_overseas_electricity_(generation)_Electricity_India,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: India,0.16748,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q668
2551,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Indonesia,,WTT_overseas_electricity_(generation)_Electricity_Indonesia,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Indonesia,0.16907,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q252
2552,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Ireland,,WTT_overseas_electricity_(generation)_Electricity_Ireland,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Ireland,0.07267,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q27
2553,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Israel,,WTT_overseas_electricity_(generation)_Electricity_Israel,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Israel,0.16023,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q801
2554,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Italy,,WTT_overseas_electricity_(generation)_Electricity_Italy,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Italy,0.08745,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q38
2555,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Japan,,WTT_overseas_electricity_(generation)_Electricity_Japan,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Japan,0.11129,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q17
2556,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Latvia,,WTT_overseas_electricity_(generation)_Electricity_Latvia,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Latvia,0.02978,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q211
2557,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Lithuania,,WTT_overseas_electricity_(generation)_Electricity_Lithuania,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Lithuania,0.06046,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q37
2558,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Luxembourg,,WTT_overseas_electricity_(generation)_Electricity_Luxembourg,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Luxembourg,0.0848,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q32
2559,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Malaysia,,WTT_overseas_electricity_(generation)_Electricity_Malaysia,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Malaysia,0.15407,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q833
2560,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Malta,,WTT_overseas_electricity_(generation)_Electricity_Malta,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Malta,0.17659,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q233
2561,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Mexico,,WTT_overseas_electricity_(generation)_Electricity_Mexico,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Mexico,0.09889,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q96
2562,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Netherlands,,WTT_overseas_electricity_(generation)_Electricity_Netherlands,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Netherlands,0.0787,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q55
2563,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: New Zealand,,WTT_overseas_electricity_(generation)_Electricity_New_Zealand,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: New Zealand,0.02612,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q664
2564,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Norway,,WTT_overseas_electricity_(generation)_Electricity_Norway,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Norway,0.00275,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q20
2565,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Pakistan,,WTT_overseas_electricity_(generation)_Electricity_Pakistan,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Pakistan,0.08082,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q843
2566,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: People's Rep. of China,,WTT_overseas_electricity_(generation)_Electricity_People's_Rep._of_China,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: People's Rep. of China,0.16387,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q148
2567,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Philippines,,WTT_overseas_electricity_(generation)_Electricity_Philippines,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Philippines,0.11017,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q928
2568,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Poland,,WTT_overseas_electricity_(generation)_Electricity_Poland,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Poland,0.17082,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q36
2569,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Portugal,,WTT_overseas_electricity_(generation)_Electricity_Portugal,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Portugal,0.05198,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q45
2570,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Romania,,WTT_overseas_electricity_(generation)_Electricity_Romania,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Romania,0.10633,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q218
2571,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Russian Federation,,WTT_overseas_electricity_(generation)_Electricity_Russian_Federation,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Russian Federation,0.09786,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q159
2572,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Saudi Arabia,,WTT_overseas_electricity_(generation)_Electricity_Saudi_Arabia,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Saudi Arabia,0.1716,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q851
2573,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Singapore,,WTT_overseas_electricity_(generation)_Electricity_Singapore,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Singapore,0.10932,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q334
2574,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Slovak Republic,,WTT_overseas_electricity_(generation)_Electricity_Slovak_Republic,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Slovak Republic,0.04343,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q214
2575,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Slovenia,,WTT_overseas_electricity_(generation)_Electricity_Slovenia,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Slovenia,0.07299,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q215
2576,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: South Africa,,WTT_overseas_electricity_(generation)_Electricity_South_Africa,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: South Africa,0.17813,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q258
2577,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: South Korea,,WTT_overseas_electricity_(generation)_Electricity_South_Korea,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: South Korea,0.12357,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q884
2578,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Spain,,WTT_overseas_electricity_(generation)_Electricity_Spain,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Spain,0.0607,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q29
2579,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Sweden,,WTT_overseas_electricity_(generation)_Electricity_Sweden,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Sweden,0.00246,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q34
2580,Scope3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Switzerland,,WTT_overseas_electricity_(generation)_Electricity_Switzerland,,kilowatt hour,https://www.wikidata.org/wiki/Q182098,kWh,kilogram,https://www.wikidata.org/wiki/Q11570,carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,Electricity: Switzerland,0.00672,2021-01-01T00:00:00,2021-12-31T23:59:59,https://www.wikidata.org/wiki/Q39
